"CLIENT_ID","CREDIT_TYPE","CREDIT_PURCHASE","PRODUCT_CODE","TERM","ORIG_AMOUNT","CURR_RATE_NVAL","VALUE_DT","OVERDUE_IND"
"17243","501","","Standard Installment Loan","36M","93900","15.85","10/20/2023","0"
"35190","501","","Standard Installment Loan","24M","95499","11.4","10/20/2023","0"
"28614","501","","Standard Installment Loan","12M","33460","20.15","10/20/2023","0"
"3225","501","","Standard Installment Loan","16M","42800","18.17","10/21/2023","0"
"16114","503","","Promo Beneficial Installment Loan","12M","43438","11.5","10/21/2023","0"
"683","503","","Promo Beneficial Installment Loan","12M","56738.7","2","10/21/2023","0"
"7149","501","","Standard Installment Loan","24M","97682","11.4","10/21/2023","0"
"16253","503","","Promo Beneficial Installment Loan","10M","62040","22.57","10/21/2023","0"
"9202","501","","Standard Installment Loan","36M","129900","20","10/21/2023","0"
"9602","503","","Promo Beneficial Installment Loan","10M","68271","22.57","10/21/2023","0"
"16052","501","","Standard Installment Loan","12M","102657","11.4","10/22/2023","0"
"16784","501","","Standard Installment Loan","24M","105000","18.17","10/22/2023","0"
"17587","501","","Standard Installment Loan","24M","75900","18.17","10/22/2023","0"
"16515","501","","Standard Installment Loan","24M","91200","25","10/22/2023","0"
"16198","503","","Promo Beneficial Installment Loan","24M","119914","1.2","10/23/2023","0"
"17811","503","","Promo Beneficial Installment Loan","12M","72702","11.5","10/23/2023","0"
"15662","501","","Standard Installment Loan","12M","109153.63","18.1","10/23/2023","0"
"15293","501","","Standard Installment Loan","12M","54922","20.15","10/23/2023","0"
"10657","501","","Standard Installment Loan","12M","81800.91","17","10/23/2023","0"
"9439","503","","Promo Beneficial Installment Loan","18M","131650","9.5","10/23/2023","0"
"7913","501","","Standard Installment Loan","12M","33999","11.4","10/24/2023","0"
"14733","501","","Standard Installment Loan","18M","42549","28","10/24/2023","0"
"15331","503","","Promo Beneficial Installment Loan","24M","47173","8.8","10/24/2023","0"
"7873","501","","Standard Installment Loan","12M","27472.35","28","10/24/2023","0"
"11124","501","","Standard Installment Loan","13M","27000","18.17","10/25/2023","0"
"8884","501","","Standard Installment Loan","12M","41749","11.4","10/25/2023","0"
"4517","501","","Standard Installment Loan","12M","51111","20","10/26/2023","0"
"6425","501","","Standard Installment Loan","10M","32005.13","28","10/27/2023","0"
"30727","501","","Standard Installment Loan","18M","91078.4","20.15","10/27/2023","0"
"4001","501","","Standard Installment Loan","12M","78743","1","10/30/2023","0"
"36788","501","","Standard Installment Loan","12M","21780","24.88","10/28/2023","0"
"13555","501","","Standard Installment Loan","12M","17400","24.88","11/3/2023","0"
"22147","501","","Standard Installment Loan","36M","196596","28","10/28/2023","0"
"17397","501","","Standard Installment Loan","24M","70605","20.15","10/29/2023","0"
"14184","503","","Promo Beneficial Installment Loan","12M","27987","7.7","10/28/2023","0"
"9306","503","","Promo Beneficial Installment Loan","24M","218374","3","10/29/2023","0"
"16937","501","","Standard Installment Loan","12M","66749","11.4","10/30/2023","0"
"21898","501","","Standard Installment Loan","12M","123949","28","10/30/2023","0"
"10780","501","","Standard Installment Loan","10M","127200","1","10/30/2023","0"
"6352","503","","Promo Beneficial Installment Loan","24M","271313","7","10/30/2023","0"
"3206","503","","Promo Beneficial Installment Loan","24M","98365","10.33","10/31/2023","0"
"16841","501","","Standard Installment Loan","24M","181273","18.17","10/31/2023","0"
"32575","501","","Standard Installment Loan","12M","18719","11.4","10/31/2023","0"
"16973","503","","Promo Beneficial Installment Loan","24M","320905","3","10/31/2023","0"
"32968","501","","Standard Installment Loan","36M","98200","15.85","10/31/2023","0"
"5809","503","","Promo Beneficial Installment Loan","24M","77483","7","11/14/2023","0"
"36494","501","","Standard Installment Loan","24M","9599","11.4","11/1/2023","0"
"16973","503","","Promo Beneficial Installment Loan","24M","208018","3","11/2/2023","0"
"9739","503","","Promo Beneficial Installment Loan","12M","84005","7.7","11/2/2023","0"
"11798","501","","Standard Installment Loan","36M","83704","28","11/2/2023","0"
"9447","503","","Promo Beneficial Installment Loan","24M","171128","8","11/2/2023","1"
"18536","503","","Promo Beneficial Installment Loan","24M","44704","12.59","10/12/2022","0"
"38587","503","","Promo Beneficial Installment Loan","24M","93599","4","10/12/2022","0"
"38419","503","","Promo Beneficial Installment Loan","24M","32849","4","10/26/2022","0"
"13089","503","","Promo Beneficial Installment Loan","24M","113329.83","12.59","10/13/2022","0"
"7554","501","","Standard Installment Loan","24M","84498","18.17","10/12/2022","1"
"7551","503","","Promo Beneficial Installment Loan","24M","89348.1","4","10/12/2022","0"
"6641","503","","Promo Beneficial Installment Loan","24M","76949","4","10/12/2022","0"
"14696","503","","Promo Beneficial Installment Loan","24M","26134","13","10/12/2022","0"
"7675","501","","Standard Installment Loan","24M","88919","18.17","10/12/2022","0"
"32606","501","","Standard Installment Loan","24M","44396","18","10/12/2022","0"
"7563","503","","Promo Beneficial Installment Loan","24M","83408.1","4","10/12/2022","0"
"34021","501","","Standard Installment Loan","24M","32198","15.8","10/12/2022","0"
"9928","503","","Promo Beneficial Installment Loan","24M","108134","13","10/12/2022","1"
"18859","501","","Standard Installment Loan","24M","29999","15.8","10/14/2022","0"
"8017","503","","Promo Beneficial Installment Loan","24M","58324","18.17","10/13/2022","0"
"7408","501","","Standard Installment Loan","24M","65158.63","18.17","10/13/2022","0"
"14927","503","","Promo Beneficial Installment Loan","24M","36899","4","10/14/2022","0"
"8809","503","","Promo Beneficial Installment Loan","24M","86357.2","4","10/13/2022","0"
"8241","501","","Standard Installment Loan","24M","101699","18.17","10/14/2022","1"
"11315","501","","Standard Installment Loan","12M","31392.7","22.57","10/17/2022","1"
"36375","708","Прочее (укажите)","GP Refinance","60M","215808.59","21","10/19/2022","0"
"9166","501","","Standard Installment Loan","24M","21872","14","10/14/2022","0"
"8591","501","","Standard Installment Loan","24M","68030.87","18.17","10/14/2022","0"
"8590","503","","Promo Beneficial Installment Loan","24M","42008","13","10/14/2022","1"
"38487","503","","Promo Beneficial Installment Loan","24M","88248.1","4","10/15/2022","0"
"38739","503","","Promo Beneficial Installment Loan","24M","82598","4","10/19/2022","0"
"38793","501","","Standard Installment Loan","24M","55748","18","10/15/2022","0"
"38132","501","","Standard Installment Loan","24M","45761","18.17","10/15/2022","0"
"13059","503","","Promo Beneficial Installment Loan","24M","93196","4","10/17/2022","0"
"8812","501","","Standard Installment Loan","24M","61910","18.17","10/17/2022","0"
"5800","503","","Promo Beneficial Installment Loan","24M","53409.07","15.43","10/17/2022","0"
"10792","501","","Standard Installment Loan","24M","93089","18.17","10/17/2022","0"
"8171","503","","Promo Beneficial Installment Loan","24M","80999","4","10/19/2022","0"
"8229","503","","Promo Beneficial Installment Loan","18M","76778.76","16.58","10/17/2022","0"
"6846","503","","Promo Beneficial Installment Loan","24M","74748.1","4","10/17/2022","0"
"13026","501","","Standard Installment Loan","36M","90647","18","10/17/2022","0"
"17550","501","","Standard Installment Loan","36M","30396","15.8","10/24/2022","0"
"18445","503","","Promo Beneficial Installment Loan","24M","48616.85","12.59","10/21/2022","0"
"34727","501","","Standard Installment Loan","36M","20299","15.8","10/19/2022","0"
"37343","503","","Promo Beneficial Installment Loan","24M","71999","4","10/31/2022","0"
"38275","503","","Promo Beneficial Installment Loan","24M","99157","4","10/19/2022","0"
"37434","503","","Promo Beneficial Installment Loan","24M","87258","4","10/19/2022","0"
"37700","503","","Promo Beneficial Installment Loan","24M","98146","4","10/19/2022","0"
"38264","501","","Standard Installment Loan","24M","69949","27.9","10/19/2022","0"
"33394","503","","Promo Beneficial Installment Loan","24M","88869","12.59","10/20/2022","0"
"6764","501","","Standard Installment Loan","36M","84240","11.5","10/20/2022","0"
"10838","501","","Standard Installment Loan","24M","119995","15.8","10/26/2022","0"
"6607","501","","Standard Installment Loan","24M","148700","18.17","10/20/2022","0"
"37983","501","","Standard Installment Loan","24M","39999","15.8","10/22/2022","0"
"14656","503","","Promo Beneficial Installment Loan","24M","18386.12","15.43","10/20/2022","0"
"9447","503","","Promo Beneficial Installment Loan","24M","223910","8","11/2/2023","1"
"9447","503","","Promo Beneficial Installment Loan","24M","197157","8","11/2/2023","1"
"7882","501","","Standard Installment Loan","36M","10198","11.4","11/8/2023","0"
"12504","501","","Standard Installment Loan","12M","15695.2","11.4","11/3/2023","0"
"9447","503","","Promo Beneficial Installment Loan","24M","184760","8","11/3/2023","1"
"9447","503","","Promo Beneficial Installment Loan","24M","183562","8","11/3/2023","1"
"9447","503","","Promo Beneficial Installment Loan","24M","165744","8","11/3/2023","1"
"9447","503","","Promo Beneficial Installment Loan","24M","229483","8","11/3/2023","1"
"9447","503","","Promo Beneficial Installment Loan","24M","178748","8","11/3/2023","1"
"9447","503","","Promo Beneficial Installment Loan","24M","177172","8","11/3/2023","1"
"9447","503","","Promo Beneficial Installment Loan","24M","176313","8","11/3/2023","1"
"9447","503","","Promo Beneficial Installment Loan","24M","227373","8","11/3/2023","1"
"8490","501","","Standard Installment Loan","24M","85994","11.4","11/3/2023","0"
"9447","503","","Promo Beneficial Installment Loan","24M","208499","8","11/3/2023","1"
"17326","501","","Standard Installment Loan","12M","15109.39","1","11/3/2023","0"
"4857","501","","Standard Installment Loan","12M","60536","1","11/4/2023","0"
"17932","501","","Standard Installment Loan","18M","22198","11.4","11/4/2023","0"
"15626","503","","Promo Beneficial Installment Loan","12M","86475.56","5.6","11/4/2023","0"
"5580","501","","Standard Installment Loan","24M","142175.98","3","11/4/2023","0"
"14852","501","","Standard Installment Loan","12M","107899","28","11/5/2023","0"
"6412","501","","Standard Installment Loan","18M","29198","11.4","11/6/2023","0"
"15797","501","","Standard Installment Loan","18M","31344.83","2","11/6/2023","0"
"15978","503","","Promo Beneficial Installment Loan","12M","58168","2","11/6/2023","0"
"16504","501","","Standard Installment Loan","12M","32500","17.55","11/6/2023","0"
"31074","501","","Standard Installment Loan","18M","32850","2","11/7/2023","0"
"37173","503","","Promo Beneficial Installment Loan","24M","100688.17","12.2","11/8/2023","0"
"11872","501","","Standard Installment Loan","12M","35130.03","18.1","11/8/2023","0"
"5850","503","","Promo Beneficial Installment Loan","24M","70163","11.6","11/13/2023","1"
"10973","501","","Standard Installment Loan","12M","14689","12.8","11/9/2023","0"
"4715","503","","Promo Beneficial Installment Loan","24M","73575","11.6","11/9/2023","0"
"4325","501","","Standard Installment Loan","24M","100847.82","12.8","11/10/2023","0"
"18602","501","","Standard Installment Loan","18M","52231","3","11/10/2023","0"
"2813","501","","Standard Installment Loan","24M","151050","6","11/10/2023","0"
"1281","501","","Standard Installment Loan","36M","124900","6","11/10/2023","0"
"6315","501","","Standard Installment Loan","12M","26370","20.15","11/11/2023","0"
"4893","503","","Promo Beneficial Installment Loan","24M","34575","11.6","11/11/2023","0"
"1243","503","","Promo Beneficial Installment Loan","12M","17101.65","1","11/11/2023","0"
"1771","501","","Standard Installment Loan","24M","153785","18.17","11/11/2023","0"
"5443","501","","Standard Installment Loan","18M","78549","28","11/11/2023","0"
"4411","503","","Promo Beneficial Installment Loan","12M","27590.8","2","11/12/2023","0"
"12449","501","","Standard Installment Loan","6M","43590.18","12.8","11/13/2023","1"
"3968","503","","Promo Beneficial Installment Loan","24M","184074","11.6","11/13/2023","0"
"3157","501","","Standard Installment Loan","10M","45000","1","11/14/2023","0"
"2483","501","","Standard Installment Loan","24M","55000","13.05","11/22/2023","1"
"17071","501","","Standard Installment Loan","6M","36414.36","1","11/15/2023","0"
"5024","501","","Standard Installment Loan","10M","16519","12.8","11/15/2023","0"
"4129","503","","Promo Beneficial Installment Loan","24M","96158","7","11/16/2023","0"
"4131","501","","Standard Installment Loan","18M","82750","2","11/17/2023","0"
"12131","501","","Standard Installment Loan","12M","47050","1","11/19/2023","0"
"1375","501","","Standard Installment Loan","12M","48589","14.4","11/19/2023","0"
"7614","503","","Promo Beneficial Installment Loan","6M","17575","17.83","11/19/2023","0"
"26500","503","","Promo Beneficial Installment Loan","24M","71366","7","11/19/2023","0"
"5788","501","","Standard Installment Loan","18M","127561","2","11/20/2023","0"
"15072","501","","Standard Installment Loan","12M","31086.93","28","11/20/2023","0"
"12843","501","","Standard Installment Loan","6M","28755.18","28","11/20/2023","0"
"17421","501","","Standard Installment Loan","12M","25749","16.5","11/23/2023","0"
"11178","501","","Standard Installment Loan","36M","97504","28","11/24/2023","0"
"449","501","","Standard Installment Loan","12M","18249","28","11/24/2023","0"
"16831","501","","Standard Installment Loan","12M","57947","28","11/25/2023","0"
"3473","501","","Standard Installment Loan","12M","67562.5","1","11/25/2023","0"
"16023","501","","Standard Installment Loan","12M","28999","16.5","11/29/2023","0"
"15333","501","","Standard Installment Loan","12M","15614.7","16.5","11/26/2023","0"
"14388","501","","Standard Installment Loan","12M","99852.2","1","11/26/2023","0"
"2337","503","","Promo Beneficial Installment Loan","12M","35958.43","1","11/26/2023","0"
"9225","503","","Promo Beneficial Installment Loan","12M","92500","2","11/27/2023","0"
"9225","503","","Promo Beneficial Installment Loan","12M","42088","2","11/27/2023","0"
"14426","501","","Standard Installment Loan","12M","96019.25","28","11/27/2023","0"
"33838","503","","Promo Beneficial Installment Loan","12M","72896.9","5.6","11/28/2023","0"
"10134","501","","Standard Installment Loan","18M","22500","3","11/29/2023","0"
"35027","503","","Promo Beneficial Installment Loan","12M","90766","2","11/30/2023","0"
"10829","501","","Standard Installment Loan","6M","15999","16.5","11/30/2023","0"
"4791","501","","Standard Installment Loan","36M","47198","16.5","12/1/2023","0"
"12507","501","","Standard Installment Loan","15M","98946","28","12/2/2023","1"
"32124","501","","Standard Installment Loan","10M","50960","1","12/2/2023","0"
"7572","501","","Standard Installment Loan","6M","18999","16.5","12/6/2023","0"
"13777","501","","Standard Installment Loan","36M","78497","16.5","12/12/2023","0"
"8069","503","","Promo Beneficial Installment Loan","24M","104108","4","10/27/2022","0"
"7244","501","","Standard Installment Loan","24M","23999","15.8","10/22/2022","0"
"38772","501","","Standard Installment Loan","24M","50399","18","10/21/2022","0"
"38139","503","","Promo Beneficial Installment Loan","24M","120237.01","2","10/21/2022","0"
"38305","501","","Standard Installment Loan","24M","18577","18.17","10/21/2022","0"
"12512","501","","Standard Installment Loan","24M","59288","18.17","10/21/2022","0"
"23994","503","","Promo Beneficial Installment Loan","24M","71999","4","11/1/2022","0"
"8055","503","","Promo Beneficial Installment Loan","24M","99983.58","12.59","10/22/2022","1"
"29289","503","","Promo Beneficial Installment Loan","24M","77488","18.17","10/22/2022","0"
"25365","503","","Promo Beneficial Installment Loan","24M","80834.52","2","10/22/2022","0"
"7502","503","","Promo Beneficial Installment Loan","24M","88940.26","12.59","10/27/2022","0"
"6560","501","","Standard Installment Loan","36M","77148","18","10/24/2022","0"
"37279","503","","Promo Beneficial Installment Loan","24M","23419","13","10/24/2022","0"
"7028","503","","Promo Beneficial Installment Loan","15M","70144","4.1","10/24/2022","1"
"6804","501","","Standard Installment Loan","24M","73665.87","15.8","10/24/2022","0"
"7027","501","","Standard Installment Loan","24M","70151","18.17","10/24/2022","0"
"6570","501","","Standard Installment Loan","24M","78425.03","18.17","10/24/2022","0"
"12296","503","","Promo Beneficial Installment Loan","24M","75677","12.59","10/24/2022","0"
"22690","503","","Promo Beneficial Installment Loan","24M","93398.1","4","10/24/2022","0"
"8640","708","Прочее (укажите)","GP Refinance","60M","332514","14","10/24/2022","0"
"38373","501","","Standard Installment Loan","24M","98000","18.17","10/24/2022","0"
"7478","501","","Standard Installment Loan","24M","69034.22","18.17","10/26/2022","0"
"38137","501","","Standard Installment Loan","24M","106639","18.17","10/24/2022","0"
"7042","501","","Standard Installment Loan","24M","55000","17","11/2/2022","0"
"3613","501","","Standard Installment Loan","24M","43200","18.17","10/25/2022","0"
"13642","503","","Promo Beneficial Installment Loan","24M","60501","12.59","10/27/2022","0"
"6586","503","","Promo Beneficial Installment Loan","24M","83675","4","10/25/2022","0"
"7056","501","","Standard Installment Loan","24M","97884.14","18","10/25/2022","0"
"9766","501","","Standard Installment Loan","24M","84400","18.17","10/25/2022","0"
"12827","501","","Standard Installment Loan","24M","147691","13.05","10/25/2022","0"
"7783","503","","Promo Beneficial Installment Loan","24M","57327.59","12.59","10/31/2022","0"
"8863","503","","Promo Beneficial Installment Loan","24M","125527.19","4","10/25/2022","0"
"8333","501","","Standard Installment Loan","20M","58402.76","18.17","10/25/2022","0"
"35538","503","","Promo Beneficial Installment Loan","24M","74969","4","10/31/2022","0"
"29607","501","","Standard Installment Loan","24M","40340.16","18.17","10/26/2022","0"
"34932","501","","Standard Installment Loan","36M","60074.69","18","10/26/2022","0"
"34579","503","","Promo Beneficial Installment Loan","24M","86198","4","10/31/2022","0"
"31005","503","","Promo Beneficial Installment Loan","24M","102818.46","12.59","10/26/2022","0"
"5658","503","","Promo Beneficial Installment Loan","24M","82487","13","10/26/2022","0"
"31342","503","","Promo Beneficial Installment Loan","24M","80519","4","10/27/2022","0"
"12034","501","","Standard Installment Loan","24M","56150","18.17","10/27/2022","0"
"9857","503","","Promo Beneficial Installment Loan","24M","112830","12.59","10/27/2022","0"
"9891","501","","Standard Installment Loan","24M","49999","15.8","11/8/2022","0"
"38480","501","","Standard Installment Loan","36M","68299","15.8","10/29/2022","0"
"36114","503","","Promo Beneficial Installment Loan","24M","91799","4","10/31/2022","0"
"38565","501","","Standard Installment Loan","24M","37478.22","18","10/28/2022","0"
"16855","503","","Promo Beneficial Installment Loan","24M","66399","1","10/29/2022","0"
"33021","503","","Promo Beneficial Installment Loan","24M","64799","4","11/1/2022","0"
"23610","503","","Promo Beneficial Installment Loan","24M","58771","4","10/31/2022","0"
"7029","503","","Promo Beneficial Installment Loan","24M","23758","12.59","11/5/2022","0"
"36341","503","","Promo Beneficial Installment Loan","24M","76378","4","11/2/2022","0"
"3238","501","","Standard Installment Loan","24M","123241","15.8","11/2/2022","0"
"7019","503","","Promo Beneficial Installment Loan","24M","83993.06","12.59","11/19/2022","0"
"10862","503","","Promo Beneficial Installment Loan","24M","86849","4","11/2/2022","0"
"14638","501","","Standard Installment Loan","24M","46999","15.8","11/18/2022","0"
"25328","501","","Standard Installment Loan","24M","50000","13.05","11/2/2022","0"
"13805","503","","Promo Beneficial Installment Loan","24M","149031","1","11/3/2022","0"
"6790","503","","Promo Beneficial Installment Loan","24M","96610","12.59","11/3/2022","0"
"36325","501","","Standard Installment Loan","12M","12648","16.5","12/9/2023","0"
"3101","501","","Standard Installment Loan","24M","91596","16.5","12/10/2023","0"
"28581","501","","Standard Installment Loan","12M","29647","28","12/11/2023","0"
"16679","501","","Standard Installment Loan","6M","79700","20.15","12/12/2023","0"
"15630","501","","Standard Installment Loan","12M","16998","16.5","12/12/2023","0"
"5382","501","","Standard Installment Loan","24M","93220","6","12/12/2023","0"
"15501","501","","Standard Installment Loan","24M","64560","6","12/13/2023","0"
"17731","501","","Standard Installment Loan","18M","45477","16.5","12/13/2023","0"
"6397","501","","Standard Installment Loan","18M","28898","2","12/21/2023","0"
"17795","501","","Standard Installment Loan","12M","83592","1","12/14/2023","0"
"16304","501","","Standard Installment Loan","6M","14499","16.5","12/15/2023","0"
"33600","501","","Standard Installment Loan","24M","48899","6","12/15/2023","0"
"14110","501","","Standard Installment Loan","12M","55700","1","12/15/2023","0"
"19915","501","","Standard Installment Loan","12M","66339","16.5","12/16/2023","0"
"18903","501","","Standard Installment Loan","6M","46225","20.15","12/17/2023","0"
"4847","501","","Standard Installment Loan","12M","58070","1","12/17/2023","0"
"16720","501","","Standard Installment Loan","12M","83350","1","12/18/2023","0"
"11764","501","","Standard Installment Loan","10M","21510","1","12/19/2023","0"
"34203","501","","Standard Installment Loan","12M","13275","1","12/19/2023","0"
"13394","501","","Standard Installment Loan","12M","95265","1","12/20/2023","0"
"36494","501","","Standard Installment Loan","24M","20999","16.5","12/21/2023","0"
"4353","501","","Standard Installment Loan","24M","68261.42","28","12/22/2023","0"
"32972","501","","Standard Installment Loan","24M","61954","28","12/23/2023","0"
"22300","501","","Standard Installment Loan","12M","48368","1","12/24/2023","0"
"14404","501","","Standard Installment Loan","12M","40350","1","12/24/2023","0"
"5202","501","","Standard Installment Loan","18M","44550","18.17","12/24/2023","0"
"17120","501","","Standard Installment Loan","10M","14749","16.5","12/25/2023","0"
"12807","501","","Standard Installment Loan","10M","21030","1","12/25/2023","0"
"9640","501","","Standard Installment Loan","12M","14948.85","28","12/26/2023","0"
"12370","503","","Promo Beneficial Installment Loan","12M","99417.5","17.78","12/27/2023","1"
"15569","501","","Standard Installment Loan","24M","37122.74","16.5","12/28/2023","0"
"1400","501","","Standard Installment Loan","12M","80000","20.15","12/28/2023","0"
"16793","501","","Standard Installment Loan","10M","17999","16.5","12/31/2023","0"
"18817","501","","Standard Installment Loan","6M","72196","16.5","12/30/2023","0"
"14906","501","","Standard Installment Loan","24M","90096","28","12/30/2023","0"
"11336","501","","Standard Installment Loan","10M","17900","1","12/30/2023","0"
"14795","501","","Standard Installment Loan","6M","28431.6","28","12/31/2023","0"
"8556","501","","Standard Installment Loan","12M","25249","28","12/31/2023","0"
"20971","501","","Standard Installment Loan","12M","32428.85","28","1/2/2024","0"
"1986","501","","Standard Installment Loan","12M","15330","20.15","1/3/2024","0"
"17182","501","","Standard Installment Loan","12M","32499","16.5","1/4/2024","0"
"11991","503","","Promo Beneficial Installment Loan","12M","25321","7.7","1/5/2024","0"
"16648","501","","Standard Installment Loan","12M","99900","20.15","1/6/2024","0"
"16391","503","","Promo Beneficial Installment Loan","12M","15483","2","1/6/2024","0"
"13022","501","","Standard Installment Loan","12M","34999","16.5","1/6/2024","0"
"18265","501","","Standard Installment Loan","10M","15570","1","1/8/2024","0"
"22546","501","","Standard Installment Loan","12M","83049","1","1/9/2024","0"
"36796","501","","Standard Installment Loan","18M","51850","18.17","1/10/2024","0"
"29914","501","","Standard Installment Loan","12M","32727.85","28","1/11/2024","0"
"1458","501","","Standard Installment Loan","18M","81043","2","1/11/2024","0"
"9232","501","","Standard Installment Loan","18M","51094","16.5","1/11/2024","0"
"20537","501","","Standard Installment Loan","12M","100000","18.79","1/11/2024","0"
"4551","501","","Standard Installment Loan","10M","32468","28","1/11/2024","0"
"4086","503","","Promo Beneficial Installment Loan","10M","23896","22.57","1/12/2024","0"
"9725","501","","Standard Installment Loan","12M","85600","1","1/12/2024","0"
"18562","501","","Standard Installment Loan","12M","32628","16.5","1/12/2024","0"
"5675","501","","Standard Installment Loan","12M","34799","16.5","1/13/2024","0"
"6074","501","","Standard Installment Loan","12M","77700","17.55","1/13/2024","0"
"1483","501","","Standard Installment Loan","6M","22681.43","16.5","1/14/2024","0"
"1094","501","","Standard Installment Loan","12M","26386","16.5","1/14/2024","0"
"18045","501","","Standard Installment Loan","12M","17750","28","1/14/2024","0"
"18617","501","","Standard Installment Loan","24M","82898","28","1/15/2024","0"
"17927","501","","Standard Installment Loan","12M","22239.85","1","1/15/2024","0"
"12263","501","","Standard Installment Loan","18M","51747","16.5","1/16/2024","0"
"15966","503","","Promo Beneficial Installment Loan","12M","92000","15.68","1/20/2024","0"
"21500","503","","Promo Beneficial Installment Loan","10M","22065","10","1/22/2024","0"
"7116","501","","Standard Installment Loan","6M","21999","16.5","1/23/2024","0"
"2892","501","","Standard Installment Loan","12M","15881","1","1/24/2024","1"
"5285","503","","Promo Beneficial Installment Loan","12M","17409","7.7","1/24/2024","0"
"13177","501","","Standard Installment Loan","10M","16999","16.5","1/30/2024","0"
"9284","503","","Promo Beneficial Installment Loan","12M","41774","7.7","1/27/2024","0"
"14142","503","","Promo Beneficial Installment Loan","24M","54158","9","1/30/2024","0"
"16620","501","","Standard Installment Loan","12M","37150","1","2/2/2024","0"
"5294","501","","Standard Installment Loan","6M","50426","1","2/2/2024","0"
"5354","503","","Promo Beneficial Installment Loan","10M","14997","11","2/4/2024","0"
"16905","501","","Standard Installment Loan","24M","110952","6","2/3/2024","0"
"5181","501","","Standard Installment Loan","12M","65065.42","1","2/5/2024","0"
"26002","501","","Standard Installment Loan","12M","44250","1","2/7/2024","0"
"19215","503","","Promo Beneficial Installment Loan","24M","92696.2","4","11/5/2022","0"
"18163","503","","Promo Beneficial Installment Loan","24M","75118","4","11/7/2022","0"
"715","501","","Standard Installment Loan","24M","56154.22","15.4","11/7/2022","0"
"5469","503","","Promo Beneficial Installment Loan","24M","118867","12.59","11/7/2022","0"
"29457","503","","Promo Beneficial Installment Loan","24M","84599.1","4","11/7/2022","0"
"21199","503","","Promo Beneficial Installment Loan","24M","121785","12.59","11/7/2022","0"
"30057","501","","Standard Installment Loan","24M","55089","18.17","11/7/2022","0"
"28472","501","","Standard Installment Loan","24M","137000","18.17","11/7/2022","0"
"17910","501","","Standard Installment Loan","24M","69587","18","11/8/2022","0"
"3577","503","","Promo Beneficial Installment Loan","24M","102797","12.59","11/11/2022","0"
"5632","501","","Standard Installment Loan","18M","119023","18.17","11/14/2022","1"
"34609","503","","Promo Beneficial Installment Loan","24M","125241","10.11","11/14/2022","0"
"20556","503","","Promo Beneficial Installment Loan","24M","88108.2","4","11/16/2022","0"
"29699","501","","Standard Installment Loan","24M","113838","18.17","11/16/2022","0"
"3483","503","","Promo Beneficial Installment Loan","24M","121498","4","11/16/2022","0"
"16382","501","","Standard Installment Loan","24M","88959","18.17","11/16/2022","0"
"29624","503","","Promo Beneficial Installment Loan","24M","148242","18.17","11/17/2022","0"
"9422","503","","Promo Beneficial Installment Loan","24M","50922","2","11/17/2022","0"
"14855","503","","Promo Beneficial Installment Loan","24M","17597","12.59","11/17/2022","0"
"19685","501","","Standard Installment Loan","24M","95739","18.17","11/18/2022","0"
"7648","501","","Standard Installment Loan","24M","65998","15.4","11/19/2022","0"
"18413","503","","Promo Beneficial Installment Loan","24M","91799.1","4","11/19/2022","0"
"22199","503","","Promo Beneficial Installment Loan","24M","107999","4","11/21/2022","0"
"9749","503","","Promo Beneficial Installment Loan","24M","46001","4","11/19/2022","0"
"3846","503","","Promo Beneficial Installment Loan","24M","138749.34","12.59","11/19/2022","0"
"16358","503","","Promo Beneficial Installment Loan","24M","30986","12.59","11/19/2022","0"
"18326","501","","Standard Installment Loan","24M","119999","18.17","11/19/2022","0"
"11359","503","","Promo Beneficial Installment Loan","24M","67171.78","12.59","11/19/2022","0"
"11956","503","","Promo Beneficial Installment Loan","24M","47699","4","11/21/2022","0"
"29888","503","","Promo Beneficial Installment Loan","24M","125236","12.59","11/21/2022","0"
"15053","503","","Promo Beneficial Installment Loan","18M","115426","15.85","11/21/2022","0"
"37626","503","","Promo Beneficial Installment Loan","24M","48483","12.59","11/26/2022","0"
"17373","503","","Promo Beneficial Installment Loan","24M","50376","4","11/21/2022","0"
"19007","503","","Promo Beneficial Installment Loan","24M","25199","4","11/23/2022","0"
"17718","503","","Promo Beneficial Installment Loan","24M","120396","12.59","11/23/2022","0"
"23968","503","","Promo Beneficial Installment Loan","24M","40654","12.59","11/24/2022","0"
"28490","503","","Promo Beneficial Installment Loan","24M","51476","4","11/24/2022","0"
"10347","501","","Standard Installment Loan","24M","101587","18.17","11/24/2022","1"
"17449","501","","Standard Installment Loan","24M","87659","18.17","11/24/2022","0"
"29887","501","","Standard Installment Loan","24M","109849","18.17","11/25/2022","0"
"38772","501","","Standard Installment Loan","24M","42798","18","11/25/2022","0"
"2056","501","","Standard Installment Loan","18M","42999","18.17","11/26/2022","0"
"13526","503","","Promo Beneficial Installment Loan","24M","70199.1","4","11/26/2022","0"
"11953","503","","Promo Beneficial Installment Loan","18M","46627","18.17","11/26/2022","0"
"18659","503","","Promo Beneficial Installment Loan","24M","38715","1","11/26/2022","0"
"24224","503","","Promo Beneficial Installment Loan","24M","88899","4","11/26/2022","0"
"11403","503","","Promo Beneficial Installment Loan","24M","17965","12.59","11/26/2022","0"
"21070","501","","Standard Installment Loan","18M","33864.38","18.17","11/28/2022","0"
